,input,prediction,ground_truth
264,"Where is one likely to find a brownstone? ['(A) new york city ', '(B) subdivision ', '(C) ring ', '(D) hazleton ', '(E) live in ']",subdivision new york city,new york city
265,"What may I place the telephone on? ['(A) bar ', ""(B) friend's house "", '(C) desktop ', '(D) party ', '(E) office ']",desktop desktop desktop desktop desktop desktop desktop desktop desktop desktop,desktop
266,"What language type is someone from Iran likely to use? ['(A) books ', '(B) dard ', '(C) sky ', '(D) closed room ', '(E) television ']","closed room ', '(E) television ']",dard
267,"John went to a party that lasted all night. Because of this, he didn't have time for what? ['(A) meeting ', '(B) blowing off steam ', '(C) stay home ', '(D) partying","blowing off steam ', '(C) stay home ', '",studying
268,"The child wasn't allowed in the kitchen but still wanted to help, what could it do to help in the dining room? ['(A) set table ', '(B) form opinions ', '(C) make honey ', '(D) become adult ",set table,set table
269,"He was having a hard time expressing himself in a healthy way, the psychologist said he was mentally what? ['(A) slow ', '(B) understood ', '(C) suffering ', '(D) embarrassment '","suffering, he was having a hard time expressing himself in a healthy way",suffering
270,"When someone is physically competing what does their body do? ['(A) tension ', '(B) perform better ', '(C) releases heat ', '(D) winning or losing ', '(E) sweat ']",releases heat,sweat
271,"How would you express information to a deaf person? ['(A) summarize main points ', '(B) close mouth ', '(C) write down ', '(D) may disagree ', '(E) talk ']","close mouth ', '(C) write down ', '(D",write down
272,"Printing on a printer can get expensive because it does what? ['(A) explode ', '(B) use paper ', '(C) store information ', '(D) queue ', '(E) noise ']","use paper ', '(C) store information ', '(D",use paper
273,"What will god never do according to religion? ['(A) anything ', '(B) judge people ', '(C) work miracles ', '(D) judge men ', '(E) everywhere ']","judge people ', '(C) judge men ', '(D",judge people
274,"One of the potential hazards of attending school is what? ['(A) cooties ', '(B) get smart ', '(C) boredom ', '(D) colds and flu ', '(E) taking tests ']",colds and flu,colds and flu
275,"What has a surface with many sides? ['(A) tetrahedron ', '(B) object ', '(C) geometry problem ', '(D) lake ', '(E) triangle ']",object tetrahedron,tetrahedron
276,"What could bring a container from one place to another? ['(A) food ', '(B) refrigerator ', '(C) cargo ship ', '(D) port ', '(E) fuel ']","cargo ship ', '(D) port ', '(E)",cargo ship
277,"The old style pop ups literally let you see the story when you did what? ['(A) giggle ', '(B) visualize ', '(C) open book ', '(D) reading ', '(E) go to movies ",go to movies,open book
278,"What is it called when you are talking to someone? ['(A) communication ', '(B) quiet ', '(C) boredom ', '(D) persuaded ', '(E) learn ']",communication communication communication communication communication communication communication communication communication communication,communication
279,"The family finished dinner, the child's chore was to load the dirty dishes where? ['(A) restaurant kitchen ', '(B) dishwasher ', ""(C) son's room "", '(D) cabinet ', '(E) party '",dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher,dishwasher
280,"Where could you find a bureau as well as many politicians? ['(A) each city ', '(B) office building ', '(C) a zoo ', '(D) french government ', '(E) washington",washington d.c.,washington dc
281,"Dad wanted to hide the check in his office, where did he put it? ['(A) cash register ', '(B) desk drawer ', '(C) fish tank ', '(D) bank ', '(E) pay envelope ","pay envelope ', '(E) pay envelope ', '(F",desk drawer
282,"For some reason she was devoid of regular emotions, buying products was the only way she could feel what? ['(A) pleasure ', '(B) owning ', '(C) debt ', '(D) spending money ', '(E",pleasure pleasure pleasure pleasure pleasure pleasure pleasure pleasure pleasure pleasure,pleasure
283,"Where are horses judged on appearance? ['(A) race track ', '(B) fair ', '(C) raised by humans ', '(D) in a field ', '(E) countryside ']",fair fair fair fair fair fair fair fair fair fair,fair
284,"Why do people read non fiction? ['(A) having fun ', ""(B) it's more relatable "", '(C) learn new things ', '(D) becoming absorbed ', '(E) falling asleep ']",learn new things,learn new things
285,"While knitting you can do what using a radio? ['(A) listen to music ', '(B) watch television ', '(C) making blankets ', '(D) eat ', '(E) watching tv '",listen to music,listen to music
286,"Where are you likely to set papers while working on them? ['(A) table ', '(B) meeting ', '(C) drawer ', '(D) toilet ', '(E) garage ']",table table table table table table table table table table,table
287,"John had a massive debt to 50 million dollars. Compared to that, Leo's 2000 dollar debt seemed what? ['(A) dwarf ', '(B) inconsequential ', '(C) insubstantial ', '(D",dwarf dwarf dwarf dwarf dwarf dwarf dwarf dwarf dwarf dwarf,insubstantial
288,"The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted? ['(A) forest ', '(B) street ', '(C) air ', '(D) caused by humans ', '",air air air air air air air air air air,air
289,"What is a very unlikely side effect of becoming inebriated? ['(A) fights ', '(B) drunkenness ', '(C) staggering ', '(D) puke ', '(E) paralysis '",paralysis,paralysis
290,"when communicating with my boss what should i do ['(A) misunderstandings ', '(B) transfer of information ', '(C) learning ', '(D) confusion ', '(E) silence ']",transfer of information,transfer of information
291,"If not in a stream but in a market where will you find fish? ['(A) stream ', '(B) aquarium ', '(C) refrigerator ', '(D) boat ride ', '(E) market ']",market market market market market market market market market market,refrigerator
292,"What are people likely to want to do with their friends? ['(A) own land ', '(B) own home ', '(C) talk to each other ', '(D) believe in god ', '(E) spend time '","own home ', '(C) talk to each other ', '",spend time
293,"During a shark filled tornado where should you not be? ['(A) marine museum ', '(B) pool hall ', '(C) noodle house ', '(D) bad movie ', '(E) outside ']",pool hall,outside
294,"What is the likely result of buying products in excess? ['(A) running out of money ', '(B) spending money ', '(C) poverty ', '(D) comparison shopping ', '(E) overstocking ']",overstocking,overstocking
295,"What is a person trying to accomplish when taking analgesics? ['(A) acceptance ', '(B) avoid pain ', '(C) acknowledgment ', '(D) passing grade ', '(E) intellectual challenge '",avoid pain,avoid pain
296,"Where would you put a glass after drinking from it? ['(A) ocean ', '(B) water cooler ', '(C) cabinet ', '(D) dishwasher ', '(E) dining room ']",cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet,dishwasher
297,"Where would you buy food? ['(A) freezer ', '(B) store ', '(C) home ', '(D) hatred ', '(E) kitchen ']","store storeaahome ', '(E) store",store
298,"When a person admits his mistakes, what are they doing? ['(A) accident ', '(B) learn to swim ', '(C) thank god ', '(D) feel relieved ', '(E) act responsibly '",act responsibly,act responsibly
299,"Where do play a game for money? ['(A) casino ', '(B) football ground ', '(C) ballpark ', '(D) family room ', '(E) toy store ']",casino casino casino casino casino casino casino casino casino casino,casino
300,"When you travel you should what in case of unexpected costs? ['(A) go somewhere ', '(B) energy ', '(C) spend frivilously ', '(D) fly in airplane ', '(E) have money ']",have money,have money
301,"Donald is a prominent figure for the federal government, so in what city does he likely spend a lot of time? ['(A) everything ', '(B) capitol building ', '(C) tourist sites ', '(D) canada ',",capitol building,washington d.c
302,"There was more than one bum asking for change or a ticket, it was the cheapest way to travel so it was no surprise sight at the what? ['(A) train station ', '(B) beach ', '(C) bus depot ', '",bus depot bus depot bus depot bus depot bus depot,bus depot
303,"John and Joe like planning games but Joe was hit by a ball and fell down. What might have happened to Joe. ['(A) anger ', '(B) good natured ribbing. ', '(C) enjoying ', '(D)",anger anger anger anger anger anger anger anger anger anger,injury
304,"Where can you buy jeans at one of may indoor merchants? ['(A) gap ', '(B) shopping mall ', '(C) bedroom ', '(D) laundromat ', '(E) bathroom ']",gap gap gap gap gap gap gap gap gap gap,shopping mall
305,"What do you write letter in in America? ['(A) syllable ', '(B) post office ', '(C) envelope ', '(D) english alphabet ', '(E) word ']",envelope envelope envelope envelope envelope envelope envelope envelope envelope envelope,english alphabet
306,"Joe owned back taxes as well as what other type of taxes? ['(A) anterior ', '(B) front ', '(C) main ', '(D) front ', '(E) current ']","front, '(E) current ', '(F) current",current
307,"Where is a broadcast studio likely to be heard? ['(A) microphone ', '(B) arena ', '(C) radio station ', '(D) trees ', '(E) town ']",radio station,radio station
308,"Kramer wrote a self-referential book. What might that book be about? ['(A) counter ', '(B) coffee table ', '(C) school room ', '(D) backpack ', '(E) bedside",counter counter counter counter counter counter counter counter counter counter,coffee table
309,"Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport? ['(A) very entertaining ', '(B) fun ', '(C) slow ', '(D) competitive ', '(E) violent",violent violent violent violent violent violent violent violent violent violent,violent
310,"What city will likely have many parking structures? ['(A) chicago ', '(B) big city ', '(C) large city building ', '(D) environment ', '(E) college campus ']",chicago,chicago
311,"Sally was afraid of danger and always double checked what? ['(A) fight enemy ', '(B) secure ', '(C) being safe ', '(D) safety ', '(E) vicinity ']",secure secure secure secure secure secure secure secure secure secure,safety
312,"What is the habitat of the fox? ['(A) hen house ', '(B) burrow ', '(C) california ', '(D) england ', '(E) mountains '",burrow burrow burrow burrow burrow burrow bur,mountains
313,"People are very much like the animals, but one thing has secured or dominance over the planet. We're better at doing what? ['(A) eat eggs ', '(B) make tools ', '(C) eat dosa ', '",make tools,make tools
314,"They children loved having a back yard, and the parents loved that it was a safe what? ['(A) suburb ', '(B) neighborhood ', '(C) back of house ', '(D) roundabout ', '(E",neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood,neighborhood
315,"While people just throw coins down them now, what originally had a pail to be lowered for it's intended use? ['(A) garage ', '(B) utility room ', '(C) slide ', '(D) wishing well ","wishing well ', '(D) wishing well ', '",wishing well
316,"Joe was thrown from his boat into the water. The water was cold because it was the middle of winter and he cried out to his crew for help. They couldn't hear him over the sound of the what? ['(A) surface of earth ', '(B) tear",surface of earth,typhoon
317,"When a human is earning money, where are they often found? ['(A) deep thought ', '(B) park ', ""(C) friend's house "", '(D) place of work ', '(E) school ']",place of work,place of work
318,"They passed a apple tree on their way to the racetrack, the were going to watch the biggest motorsport spectacle in the world where? ['(A) maryland ', '(B) indiana ', '(C) on tv ', '",indiana,indiana
319,"Why do people play chess on the weekends? ['(A) satisfaction ', '(B) have fun ', '(C) thrilling ', '(D) made ', '(E) smart ']","satisfaction have fun, '(C) have fun ', '(",have fun
320,"What do you need energy to do in gym class? ['(A) work ', '(B) tacos ', '(C) mass ', '(D) play sports ', '(E) wrestle ']","play sports, '(E) wrestle",play sports
321,"Sarah dropped the marble because she wanted to do what? ['(A) game ', '(B) pouch ', '(C) home ', '(D) store ', '(E) jar ']",game game pouch,game
322,"We are all human, and we all what? ['(A) write ', '(B) eat cake ', '(C) smile ', '(D) think critically ', '(E) die ']","eat cake ', '(C) eat cake ', '",die
323,"If a person were going to bed, what would be their goal? ['(A) lazy ', '(B) insomnia ', '(C) rest ', '(D) falling asleep ', '(E) dreaming of ']","falling asleep ', '(E) dreaming of ']",falling asleep
324,"What are candles good for eliminating? ['(A) shelf ', '(B) board ', '(C) church ', '(D) table ', '(E) dark ']",dark dark table table table table table table table table,dark
325,"WHat leads to an early death? ['(A) poisonous gas ', '(B) homicide ', '(C) cinder ', '(D) nuclear weapons ', '(E) cyanide ']",homicide homicide homicide homicide homicide,homicide
326,"What room would you find many bookcases and is used for contemplation? ['(A) study ', '(B) house ', '(C) homw ', '(D) kitchen ', '(E) den ']",study study study study study study study study study study,study
327,"Where do you head to travel to a star? ['(A) night sky ', '(B) galaxy ', '(C) outer space ', '(D) hollywood ', '(E) eat cake ']",outer space hollywood,outer space
328,"The player lifted his cornet and walked in rhythm, what was the player a member of? ['(A) museum ', '(B) high school band ', '(C) marching band ', '(D) orchestra ', '(",marching band,marching band
329,"What happens at soon as a living being is born? ['(A) expiration ', '(B) growing older ', '(C) sometimes bad ', '(D) death ', '(E) start reproduction ']",start reproduction,growing older
330,"When someone is talking and you missed something, what can you do to get them to repeat it? ['(A) walking ', '(B) ask question ', '(C) think ', '(D) write question in crayon ', '(E",ask question,ask question
331,"Where does one store fabric in their own home? ['(A) sewing room ', '(B) clothing store ', '(C) tailor shop ', '(D) clothes store ', '(E) cotton mill ']",sewing room clothing store clothing store clothing store clothing store clothing store clothing,sewing room
332,"What do most companies not want to have relative to demand? ['(A) oversupply ', '(B) plentitude ', '(C) stockpile ', '(D) superabundance ', '(E) busy",oversupply],oversupply
333,"What is happening while he's playing basketball for such a long time? ['(A) sweating ', '(B) pain ', '(C) having fun ', '(D) medium ', '(E) knee injury '",sweating pain sweating sweating,sweating
334,"A traveler laments the fact that mass transit is limited in his city when his groceries get soaked by the rain as he waits where? ['(A) bus stop ', '(B) library ', '(C) motel ', '(D",bus stop,bus stop
335,"The person was in physical distress, where should he go? ['(A) synagogue ', '(B) for help ', '(C) hospital ', '(D) bus stop ', '(E) building ']",for help for help for help for help for help,hospital
336,"The cancer patient was expecting to die, so he made out his what? ['(A) not to live ', '(B) write will ', '(C) never want ', '(D) seek help ', '(E) go to",write will,write will
337,"There was a toll road that meandered from Maine to New Hampshire, where was it? ['(A) massachusetts ', '(B) new england ', '(C) my house ', '(D) new",new england,new england
338,"If you partied all night you could find yourself already what, even when just beginning work? ['(A) getting tired ', '(B) working ', '(C) procrastination ', '(D) jumping ', '(",getting tired,getting tired
339,"The cat carefully navigated the area, they do everything they can to avoid what? ['(A) get wet ', '(B) eat vegetables ', '(C) falling ', '(D) wool sweater ', '(E) sharp",sharp sharp sharp sharp sharp sharp sharp sharp sharp sharp sharp sharp sharp,get wet
340,"What is someone usually doing if someone else is talking to him or her? ['(A) listening ', '(B) language ', '(C) looking at eyes ', '(D) planning the perfect murder ', '(E) voice ",listening listening to someone else,listening
341,"What does the sky do before a rain? ['(A) appear beautiful ', '(B) appear blue ', '(C) shows a rainbow ', '(D) rain water ', '(E) cloud over ']",appear blue,cloud over
342,"Pens, computers, text books and paper clips can all be found where? ['(A) desktop ', '(B) university ', '(C) drawer ', '(D) table ', '(E) work ']",table table table table table table table table table table,university
343,"What geographic area is a lizard likely to be? ['(A) ball stopped ', '(B) west texas ', '(C) arid regions ', '(D) garden ', '(E) warm place",arid regions,west texas
344,"What do you use to carry your briefcase? ['(A) office building ', '(B) school ', '(C) courtroom ', '(D) airport ', '(E) hand ']",hand hand hand hand hand hand hand hand hand hand,hand
345,"He picked up his pace to a run, he wanted to do what? ['(A) learn to walk ', '(B) frightened ', '(C) get away from ', '(D) exercise ', '(E","get away from ', '(C) get away from ', '",go faster
346,"What would a person do if they do not have any friends? ['(A) talk to people ', '(B) try again ', '(C) fall asleep ', '(D) stand alone ', '(E) thank god ","stand alone ', '(E) thank god ', '(F",stand alone
347,"As a result of dying, what happens to organic material? ['(A) change of color ', '(B) stop breathing ', '(C) wake up ', '(D) death and decay ', '(E) getting cold '",death and decay,death and decay
348,"What does everyone have in relation to other people? ['(A) feelings ', '(B) food ', '(C) unique personality ', '(D) different standards ', '(E) values ']",unique personality unique personality unique personality unique personality unique personality unique personality unique,feelings
349,"What do you ask a child to do when you first meet her? ['(A) ask questions ', '(B) count to ten ', '(C) costume ', '(D) state name ', '(E) dress herself ",count to ten,state name
350,"Where can you buy a clock, clothing and wrenches? ['(A) counter ', '(B) train station ', '(C) school room ', '(D) desk ', '(E) department store ']",department store department store,department store
351,"What do you do when you're in a new place and want to see new things? ['(A) interesting ', '(B) look around ', '(C) take pictures ', '(D) change of surroundings ', '(E",look around,look around
352,"What happens when to ice when it is in the sun? ['(A) carved ', '(B) melted ', '(C) ice cream ', '(D) antarctica ', '(E) sculptured ",melted ice cream,melted
353,"Where can you store your dishes in your dwelling? ['(A) drawer ', '(B) shelf ', '(C) pantry ', '(D) apartment ', '(E) cabinet ']",pantry cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet,shelf
354,"The man laid on the soft moss and looked up at the trees, where was the man? ['(A) niagra falls ', '(B) forest ', '(C) waterfall ', '(D) ground ', '",forest forest forest forest forest forest forest forest forest forest,forest
355,"What is someone doing if he or she is sitting quietly and his or her eyes are moving? ['(A) reading ', '(B) meditate ', '(C) fall asleep ', '(D) bunk ', '(E) think",meditate reading meditate reading meditate reading reading reading reading reading,reading
356,"Where can I find a stapler in many places? ['(A) desk drawer ', '(B) office building ', '(C) manual ', '(D) office supply store ', '(E) desktop ']","office supply store ', '(D) office supply store ', '",office building
357,"A man takes a seat at a museum outside of Barcelona, where is he likely? ['(A) in cinema ', '(B) martorell ', '(C) falling down ', '(D) show ', '(",martorell,martorell
358,"Where would you find a toy soldier that is being played with? ['(A) toy box ', '(B) movies ', ""(C) child's hand "", '(D) toybos ', '(E) child","child's hand "", '(C) toybos ',",child's hand
359,"Where are you when you're about to use your plane ticket? ['(A) pocket ', '(B) terrorists hands ', '(C) airport ', '(D) sea ship ', '(E) briefcase ']",airport airport airport airport airport airport airport airport airport airport,airport
360,"Flowers make a good center focal point, just one of many arrangements that look good on a what? ['(A) market ', '(B) table ', '(C) countryside ', '(D) anthology ', '(E",table table table table table table table table table table,table
361,"How can a human cross a river and not mess up their hair? ['(A) wisconsin ', '(B) waterfall ', '(C) hatred ', '(D) bridge ', '(E) valley ']",bridge bridge bridge bridge bridge bridge bridge bridge bridge bridge,bridge
362,"Batman bought beer. There were no bottles available. He had to settle for what?. ['(A) shelf ', '(B) soccer game ', '(C) keg ', '(D) can ', '(E) refrigerator ",shelf shelf shelf shelf shelf shelf shelf shelf shelf shelf,can
363,"You can find a monkey in what West African region on the Gulf of Guinea ['(A) south american country ', '(B) rain forest ', '(C) pay debts ', '(D) works ', '(E) nig",rain forest nigerian nigeria,nigeria
364,"Surprising an angry person could lead to what? ['(A) humor ', '(B) fight ', '(C) jocose ', '(D) laughter ', '(E) accidents ']",fight fight fight fight fight fight fight fight fight fight fight fight,fight
365,"Where is a dining area likely to be small? ['(A) cruise ship ', '(B) home ', '(C) mall ', '(D) restaurant ', '(E) dark cave ']",cruise ship home home home home home home home home,home
366,"Killing people should not cause what emotion? ['(A) vengeance ', '(B) going to prison ', '(C) joy ', '(D) afraid ', '(E) terrible ']",terrible terrible terrible terrible terrible terrible terrible terrible terrible terrible,joy
367,"James slamed into someone playing football, and not for the first time. He was concerned about the consequences of many what? ['(A) exhilaration ', '(B) interactions ', '(C) head injuries ', '(D)",interactions head injuries interactions interactions interactions head injuries,head injuries
368,"More people should lower the guard and just have fun, we don't got long just what? ['(A) enjoy living ', '(B) happy ', '(C) enjoyable ', '(D) get laid ', '(E) do",enjoyable enjoyable enjoyable enjoyable enjoyable enjoyable enjoyable enjoyable enjoyable enjoyable,enjoy living
369,"Where can you get a lizard to keep in your home? ['(A) desert country ', '(B) dessert ', '(C) pet shop ', '(D) tropical areas ', '(E) zoo ",pet shop desert country,pet shop
370,"What would use a musical instrument? ['(A) guitar ', '(B) music room ', '(C) orchestra ', '(D) case ', '(E) movie ']",movie movie movie movie movie movie movie movie movie movie,orchestra
371,"She was in an affair, what did that end upon discovery by her husband? ['(A) relationship ', '(B) marriage ', '(C) fidelity ', '(D) love ', '(E) divorce ']",relationship relationship relationship relationship relationship relationship relationship relationship relationship relationship,marriage
372,"What is the most famous constellation out of earth? ['(A) one moon ', '(B) milky way ', ""(C) god's creation "", '(D) stars ', '(E) universe ']",one moon,milky way
373,"If a reception is held with hotel guests walking by, what is the likely venue? ['(A) room service ', '(B) church basement ', '(C) lobby ', '(D) large room ', '(E) country club",lobby lobby lobby lobby lobby lobby lobby lobby lobby lobby,lobby
374,"What is a place that is far away from your house and where you could consume beer? ['(A) refrigerator ', ""(B) friend's house "", '(C) keg ', ""(D) neighbor's house "", '(E)","neighbor's house "", '(F) friend's house "", '",friend's house
375,"If a court case is dismissed after hearing testimony, what would be a likely cause? ['(A) change of heart ', '(B) anguish ', '(C) anger ', '(D) boredom ', '(E",change of heart,change of heart
376,"Sitting down quickly after eating beans could lead to what? ['(A) flatulence ', '(B) happiness ', '(C) laziness ', '(D) fall asleep ', '(E) comfort ']","laziness,",flatulence
377,"John was my neighbor, it was easy to talk to him. He was never what? ['(A) away ', '(B) distant ', '(C) remote person ', '(D) bore ', '(E) foe '","remote person ',",distant
378,"Where do people want to have a lot of coffee? ['(A) table ', '(B) office ', '(C) desk ', '(D) kitchen ', '(E) ocean ']",table table table table table table table table table table,office
379,"You stop and have food all around you, what are you? ['(A) stay alive ', '(B) wanted to survive ', '(C) nutrition ', '(D) grew ', '(E) full ']",stay alive,full
380,"James was meeting a friend. They had planed a slow day. They didn't want to do much. They just wanted what? ['(A) relaxation ', '(B) panic ', '(C) alarm ', '(D) joy ",relaxation relaxation relaxation relaxation relaxation relaxation relaxation relaxation relaxation relaxation,relaxation
381,"The car's steering seem quite loose, but he still considered purchasing it because he needed something small and what? ['(A) sturdy ', '(B) faithful ', '(C) bound ', '(D) compact ', '(",compact bound compact compact compact compact compact compact compact compact,compact
382,"Dan was a farmer with just one heifer. But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where? ['(A) arizona ', ",arizona,michigan
383,"It's Friday night and Alice puts off going to bed because she plans on doing what Saturday? ['(A) hatred ', '(B) sleeping in ', '(C) rest ', '(D) making love ', '(E) insomnia","sleeping in ', '(C) rest ', '(D)",sleeping in
384,"His phone was dead and they couldn't find the expressway, he opened up the glove compartment and handed his passenger the what to navigate? ['(A) eastern united states ', '(B) michigan ', '(C) map ', '(D",map map map map map map map map map map,map
385,"What would someone use a personal key for? ['(A) car stand ', '(B) at hotel ', '(C) own home ', '(D) front door ', '(E) bus depot ']","own home ', '(C) front door ', '(D",own home
386,"The cat kept pestering it's owner, it was that time of the day and it was what? ['(A) litter tray ', '(B) whiskers ', '(C) hungry ', '(D) feline ', '(",hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry,hungry
387,"Her voice lent her to the alto section, what group did she join? ['(A) symphony ', '(B) concerto ', '(C) choir ', '(D) theater troupe ', '(E",choir choir choir choir choir choir choir choir choir,choir
388,"Where are you likely to find a Japanese restaurant not run by people from Japan? ['(A) california ', '(B) downtown ', '(C) large town ', '(D) tokio ', '(",large town tokio,california
389,"Animals who have hair and don't lay eggs are what? ['(A) reproduce asexually ', '(B) males ', '(C) mammals ', '(D) attack ', '(E) ocean ']",reproduce asexually,mammals
390,"John was an aristocratic fox hunter. Where might he live? ['(A) england ', '(B) new hampshire ', '(C) street ', '(D) arkansas ",new hampshire,new hampshire
391,"Where is a grape likely to be being fed to someone else? ['(A) field ', '(B) bathroom ', '(C) michigan ', '(D) minnesota ', '(E) painting ']",field field field field field field field field field field,painting
392,"Some food can be stored at room temperature until you open it, then you should keep it in what? ['(A) shop ', '(B) bookcase ', '(C) shelf ', '(D) refrigerators ', '(E)",refrigerators refrigerators refrigerators refrigerators refrigerators refrigerators refrigerator,refrigerators
393,"Sam couldn't get back to sleep because of a dream he had. It was a what? ['(A) awake ', '(B) horror ', '(C) dreamworker ', '(D) reality ', '(",horror horror horror horror horror horror horror horror horror horror,nightmare
394,"If you're going to a party in a new town what are you hoping to make? ['(A) getting drunk ', '(B) making new friends ', '(C) new contacts ', '(D) doing drugs ', '",new contacts,making new friends
395,"How is riding a bike getting it to move? ['(A) practice ', '(B) sense of balance ', '(C) driving ', '(D) good balance ', '(E) pedalling ']",pedalling,pedalling
396,"Where does one usually keep literature? ['(A) books and magazines ', '(B) own home ', '(C) kitchen ', '(D) shelf ', '(E) meeting ']",shelf shelf shelf shelf shelf shelf shelf shelf shelf shelf,shelf
397,"WHat type of keyboard is made up of one or more pipe divisions? ['(A) killing ', '(B) typewriter ', '(C) office ', '(D) terminal ', '(E) organ ']",organ organ organ organ organ organ organ organ organ organ,organ
398,"The bell rang, and the congregation began to what in to the church? ['(A) run away ', '(B) wind instrument ', '(C) funnel ', '(D) blunderbuss ', '(E)",funnel funnel wind instrument wind instrument wind instrument wind instrument,funnel
399,"James needed smooth sandpaper, but instead he got what type? ['(A) rough ', '(B) non smooth ', '(C) uneven ', '(D) plastic ', '(E) bumpy ']",bumpy,rough
400,"Where would you borrow furniture if you do not have any? ['(A) sewer ', ""(B) neighbor's house "", '(C) apartment ', '(D) room ', '(E) floor ']","neighbor's house "", '(C) neighbor's house "", '",neighbor's house
401,"What must happen for an animal to and it's offspring to continue livng? ['(A) death ', '(B) flying ', '(C) reproducing ', '(D) food consumed ', '(E) eventually die",reproducing],reproducing
402,"I want my wine stored in darkness, where should it go? ['(A) movies ', '(B) bed ', '(C) moon ', '(D) vault ', '(E) cellar ']",cellar cellar cellar cellar cellar cellar cellar cellar cellar cellar,cellar
403,"If I want to open a steakhouse, what should I get first? ['(A) michigan ', '(B) florida ', '(C) wine ', '(D) texas ', '(E) building",building building building building building building building building building building,building
404,"Sarah didn't like to play but she didn't want to be sedentary and bored, either, so she took up what? ['(A) serious ', '(B) longplay ', '(C) musical ', '(D) ",longplay serious longplay longplay longplay longplay longplay,musical
405,"Joe found spiders while checking something outside. What might that be? ['(A) cupboard ', '(B) closet ', '(C) storage bag ', '(D) mail box ', '(E) garage ']",garage garage garage garage garage garage garage garage garage garage,mail box
406,"What would you do if your date does not show up? ['(A) wait for ', '(B) bathe ', '(C) go for haircut ', '(D) plan revenge ', '(E) dress nice ']",plan revenge,wait for
407,"What did the adult do before the job interview? ['(A) work ', '(B) dress himself ', '(C) marry ', '(D) dress herself ', '(E) drive train ']",dress herself,dress himself
408,"Most items in retail stores are what even when they are on sale? ['(A) overpriced ', '(B) purchase ', '(C) expensive ', '(D) park ', '(E) buying ']",overpriced overpriced overpriced overpriced,overpriced
409,"John farms anemone in what type of facility? ['(A) michigan ', '(B) swimming pool ', '(C) atlantic ocean ', '(D) nursery ', '(E) gulf of mexico",nursery nursery nursery nursery nursery nursery nursery nursery nursery nursery,nursery
410,"Brawn opened the curtains so that the sun could do what? ['(A) dry clothes ', '(B) warm house ', '(C) warm room ', '(D) shine brightly ', '(E) get dark '","warm house ', '(C) warm room ', '(D",warm room
411,"How might releasing energy that has built up feel? ['(A) damage ', '(B) wonderful ', '(C) exhaustion ', '(D) orgasm ', '(E) lazy ']",wonderful wonderful wonderful wonderful wonderful wonderful wonderful wonderful wonderful wonderful,wonderful
412,"What would you do if you have curiosity but are blind and paralyzed? ['(A) hear news ', '(B) analyse ', '(C) go somewhere ', '(D) examine thing ', '(E) see favorite",examine thing,analyse
413,"Where might it be hard to get furniture to? ['(A) apartment ', '(B) loft ', '(C) store ', '(D) rug ', '(E) stairs ']",loft loft loft loft loft loft loft loft loft loft,loft
414,"A great teacher can be what when you are attending school? ['(A) detention ', '(B) graduate ', '(C) follower ', '(D) inspiration ', '(E) boredom ']",inspiration inspiration inspiration inspiration inspiration inspiration inspiration inspiration inspiration inspiration,inspiration
415,"Where would you get jeans and other wearable items to take home with you? ['(A) shopping mall ', '(B) museum ', '(C) laundromat ', '(D) clothing store ', '(E) bedroom ",clothing store clothing store clothing store clothing store clothing store clothing store clothing,clothing store
416,"In what substance do clouds float? ['(A) sky ', '(B) top of mountain ', '(C) air ', '(D) ground level ', '(E) outer space ']",air air air air air air air air air air,air
417,"Where is the large area location of the empire state building? ['(A) manhattan ', '(B) office ', '(C) the city ', '(D) fifth avenue ', '(E) new york city ']",manhattan office manhattan office manhattan,new york city
418,"Where do most people make coffee? ['(A) coffee shop ', '(B) office ', '(C) table ', '(D) washing ', '(E) kitchen ']",coffee shop coffee shop coffee shop coffee shop coffee shop coffee shop coffee,kitchen
419,"What kind of service is my body a part of when I'm no longer here? ['(A) bodycam ', '(B) home ', '(C) coffin ', '(D) funeral ', '(E) graveyard",funeral funeral graveyard,funeral
420,"Many people wanted to leave their country estates for row houses, what did they need to move to? ['(A) living less expensively ', '(B) england ', '(C) prison ', '(D) city ', ",city city city city city city city city city city,city
421,"Where can someone get a new saw? ['(A) hardware store ', '(B) toolbox ', '(C) logging camp ', '(D) tool kit ', '(E) auger ']","hardware store, '(C) logging camp",hardware store
422,"What would you do to a crime scene before asking a question? ['(A) express information ', '(B) touch everything ', '(C) think ', '(D) give clue ', '(E) analyse ']",analyse express information,analyse
423,"The man didn't do great in college, all his best memories were late night with his brothers at the what? ['(A) big city ', '(B) fraternity house ', '(C) school ', '(D) building ',",fraternity house,fraternity house
