,input,prediction,ground_truth
1559," If you want to clean in the smallest nooks and crannies, you will want a broad tool and not a precise tool.",0,0
1560," Nancy is gentle while David is adventurous, so it makes sense that Nancy loves using a revolving door more than David.",0,0
1561," Since it is going to rain today, I'd better wear a raincoat.",0,0
1562," Ariel wanted to photograph the moon rise from the summit, so she started the 5-mile hike at 6 pm.",1,1
1563, Samuel like to run while his brother Matt prefers to play video games. Matt is more likely to sign up for a marathon.,0,0
1564," On bad terms with relatives, she neglected to go to the gathering of 20 family members and went to the movies instead. ",1,1
1565," If a person can swim very slow, crossing the ocean should be easy.",0,0
1566," Since Brian invited Sam to his birthday party, Sam should bring a gift while Brian should set up the party.",0,0
1567," Elizabeth is around the school a lot whereas Adam works everyday during the hours school is open. Therefore, the teacher should ask Adam to volunteer.",0,0
1568, If you do not have curtains for your window you can hang a sock.,0,0
1569," Pedro had to pick up his daughter in 40 minutes, so he watched a full-length movie to pass the time. ",1,1
1570," Already feeling tired, the surgeon decided to pick a 2-hour demanding operation to perform over a 2.5-hour easy one.",1,1
1571, If you want to see animals you should go to the zoo and not the museum,0,0
1572," The slim December bride will have her baby this year, not next year.",0,0
1573," Roald goes to an expensive art college and works at a bar at night.  If Roald wants to borrow a specific color of paint, he should ask his classmates.",0,0
1574," Jim is a very good poker player, so his friend's don't like playing with him because they will lose their money.",0,0
1575, I need to make it home as fast as I can I'd better use my bicycle instead of my car.,0,0
1576," Roald goes to an expensive art college and works at a bar at night.  If Roald wants to borrow a specific color of paint, he should ask his coworkers.",0,0
1577, Jan was feeling feverish so she decided to take some calcium supplement.,0,0
1578, People are more accepting of calls from insurance companies instead of calls from their relatives.,0,0
1579," If the alcoholic drinks more whiskey, he will improve his condition.",0,0
1580," Since Jerry got to class late, he grabbed his backpack rather than his lunch.",0,0
1581," Elizabeth is around the school a lot whereas Adam works everyday during the hours school is open. Therefore, the teacher should ask Elizabeth to volunteer.",0,0
1582, 10% of the town's population is vegan so there are more vegan restaurants than regular ones.,1,1
1583, It's easier to use a hammer to drive nails rather than screws.,0,0
1584, It was 9 PM in the US so most people in the UK were already sleeping.,1,1
1585, A school of fish can recite the alphabet.,0,0
1586, I always wake up early before the sunrises to empty city streets,0,0
1587, Millie is an artist while Bobby is a teacher and Millie is more likely to win the art competition.,0,0
1588," Because the wedding started at 10 am, the guest expected it to be over by midnight. ",1,1
1589, It is usually acceptable for a vegetarian to order steak off the menu when dining.,0,0
1590, The kids waited until there was finally 6 inches of snow on the ground to make a snowman.,1,1
1591," If an egg is cooked in the shell, it won't get harder.",0,0
1592," If you watch a black-and-white movie on a color TV, you'll see the movie in black-and-white.",0,0
1593," My father likes the Boston Red Sox, while my uncle hates the Boston Red Sox, so my uncle would be happier to go to Fenway Park.",0,0
1594," Due to the global pandemic, more people are restricted to work from home.",0,0
1595," Bob had five friends and he wished for a billion times more, Cindy asked if he could remember five billion phone numbers.",1,1
1596," Clint has a small house, so he decided to allow no more than two hundred people at his party.",1,1
1597," Sarah is allergic to bees, so she probably doesn't enjoy bee-keeping with her mother.",0,0
1598, It's better to run a sprint rather than a marathon if you're fast.,0,0
1599," Carrie called out of work because she was tired, while Jane called out of work because she had the flu. Carrie’s boss will likely be more understanding than Jane’s boss. ",0,0
1600," Keri has a date tomorrow night, so she will probably want to wax her legs tonight rather than tomorrow night.",0,0
1601, An earring is a better paper weight than a remote controller.,0,0
1602," The bottle of water is listed to withstand the amount of five hundred milliliters of liquid, letting four hundred one milliliters into the bottle would not be possible.",1,1
1603," Ken was content with having to wait in traffic all day, so he made sure to start his long distance road trip at 4 AM instead of 4 PM.",1,1
1604," Ted is a driver and Robert is a construction worker, so Ted is less likely to be involved in a traffic accident.",0,0
1605," If my break from work is only an hour, I might not be able to get food from a store if there is a line at the register.",0,0
1606," If it takes ten minutes to drive to work, one should arrive on time if they leave fifteen minutes prior to the start time.",1,1
1607, Allison has unexpected videoconference so she should postpone walking her dog instead of going for a walk,0,0
1608, Sam began playing the guitar one year ago. He is not proficient enough to play at a concert.,1,1
1609," If the electricity goes out, it makes more sense to use a flashlight to see than a lamp.",0,0
1610," Melissa is visiting her friend Tom in another state, so it's probable that Tom brings a gift to greet Melissa who then takes him to a local restaurant for dinner.",0,0
1611," Leo is an animal rights activist, so he is less likely to bring his kids to the natural museum than the dolphin show.",0,0
1612," Expecting twenty customers at the store, Cora was thrilled to see forty customers.",1,1
1613, It is less dangerous to observe the sharks from inside the dive cage than outside the dive cage.,0,0
1614, Eric's math class starts at 7:30 pm at night. He would be able to attend Cole's birthday party that starts at 8:00 pm.,1,1
1615," Pat wanted to take a shower, so Pat turned the water on for 10 minutes.",1,1
1616, It's easier to wrap up meat with wax paper instead of foil. ,0,0
1617," Since Don ordered two chairs, he was happy that four arrived.",1,1
1618," Sam is very underweight but wants to get fit, so he would feel satisfied to gain twenty pounds over an entire year.",1,1
1619, It's less difficult to swim in sand than in water,0,0
1620," As many places enforced ""stay-at-home"" executive order in 2020, the overall global total travel time largely increased compared with 2019.",0,1
1621, As Jane did not have any vegetables in the fridge she went to the market to sell vegetables.,0,0
1622," Jim is making 2500$ per month and he have to spend 800$ per month on rent, he have 1500$ left at the end of the month but he have to pay a 10% taxes on the rest so he have 1350$ at the end of the month.",1,1
1623," Jay is an activist and Pat is a programmer, so Pat spends more time talking to people.",0,0
1624, Jen wanted to remove some hair from her legs so she rubbed some Nair on them.,0,0
1625," Jon's a liberal and Jim is a conservative, so Jon is less likely to support abortion.",0,0
1626," If a woman gets pregnant, it is accurate to estimate approximately 9 weeks for the baby to be born.",1,1
1627," It's more convenient to use a t-shirt rather than a bowtie, as a dusting cloth",0,0
1628, A Boeing 747 that has been flying for 2 hours will be able to remain in the air longer than a Boeing 747 that has been flying for 12 hours.,1,1
1629," Tom needs to buy a new car, so he decided that spending fifty extra dollars a day is a good idea.",1,1
1630," Ted watched a college lecture on YouTube about quantum physics, and it was 60 minutes long.",1,1
1631," Phoebe needs to go to bed in 10 minutes, so she doesn't have time to watch a movie.",1,1
1632, Lilian is happy to know that there is a 90 minutes delay by the time she arrived at the airport since she arrived 60 minutes later than planned.,1,1
1633, Pat cut his own hair in the bathroom so he used a napkin to clean up the hair.,0,0
1634," Oscar rides the bus to work, while Kevin drives to work in his car, so Oscar is more likely to meet someone new on his commute. ",0,0
1635," Since Katie hates Mexican food, she ordered a taco instead of a pizza.",0,0
1636," As it is summer time now, I usually start sweating when jogging outside for merely 3 minutes instead of 10 when it's winter.",1,1
1637, Joe drinks 5 coffees a day while Amy only drinks it once a month so Joe is more likely to have a severe reaction to drinking 6 cups than Joe.,1,1
1638, an ice cream is softer than a block of ice,0,0
1639, They leave for vacation tomorrow.  It is best to finish packing tonight instead of waiting until next year.,0,0
1640," Because her sister will have an exam in 10 minutes, she would rather read instead of watch TV.",1,1
1641, It is easier to drive a nail into a piece of metal than a piece of wood.,0,0
1642," The kids wake up with the sun, so they sleep in later in the winter.",0,0
1643," In the last 10 years, I have eaten all of my meals, done all of my shopping, and entertained myself all at home, while my friend goes out to eat, does all of his shopping, and gets all of his entertainment outside of his home, so I am likely to have written more Yelp reviews than my friend has.",1,0
1644," Sally wanted to stay up all night, so she refused to drink any coffee",0,0
1645, Trina is more likely to eat a whole cake than to just eat one slice of cake within 10 minutes.,1,1
1646, Tammy has 18 credit hours this semester while Laura has six. Laura probably has less time for social life than Tammy.,1,1
1647, Cooking eggs in a pan works better than cooking eggs in a toaster.,0,0
1648, Andy would spend more money per ounce if he bought 2 liters of milk instead of 1 pint of milk.,1,1
1649, A country with high population will have higher percapita income than a country with low population if their national incomes are equal.,0,0
1650, I just drank 10 cup of coffee and will have the best sleep ,1,1
1651," Tim is a journalist, while Larry is a lawyer. So Tim is more likely to have a broader reach.",0,0
1652, Tim feels hungry right now so he immediately drive to get some fast food instead of waiting to eat dinner later this evening.,0,0
1653, Tammy does not want to spend more than twenty dollars for her daily diet. She decided to eat a sandwich tonight.,1,1
1654, Sometimes in winter the power goes out and stays out for several days. It would be better to have several jugs of water and cans of propane rather than umbrellas and cans of propane.,0,0
1655, A shower usually takes more time than a bath.,0,0
1656," Beverly's washing machine is broken, so she can use the dishwasher to clean her clothes.",0,0
1657," If the glass holds 2 cups of water, it is a bad idea to pour an entire gallon into it to prevent it from overflowing.",1,1
1658," Dan is a drug dealer and Ted is a dentist, so Dan pays more in taxes.",0,0
1659, A candle is more likely to completely melt if it burns for 5 months straight than if it burns for 5 hours straight.,1,1
1660," As two skeins of yarn make one scarf, Jocelyn can make at least three of them with the ten skeins she has.",1,1
1661," After spending the previous night drinking, Tim is likely to spend the morning drinking water rather than beer",0,0
1662," A 25 year old is likely to be more athletic in 20 years, than they are today.",1,1
1663," After the dog bit her, we had to take her to the Canteen",0,0
1664, When the roads are covered in snow it is not safer to slow down to 30 miles per hour than drive the speed limit of 50 miles per hour.,1,1
1665," Since he decided to go on a diet one month ago, he managed to follow that for 70 meals. He did fairly a good job.",1,1
1666, It's easier to dance with high heels than with tennis shoes.,0,0
1667," If I want to eat popcorn for the duration of a television show, I should make enough that I could eat in an hour and a half.",0,0
1668, It is easier to climb a tree with high branches than a tree with low branches. ,0,0
1669," Expecting to wait in line at the grocery store for two hours, she did not load any frozen items in her cart since she expected they would thaw.",1,1
1670," With twenty dollars in debt, he can plan to buy a house almost instantly.",1,1
1671, In the winter the lake has to freeze for you to skate on it.,0,0
1672," If you take food quite often, you are likely to become fat.",0,0
1673, It would be slower for a Spainish person to learn how to write Chinese characters than a Japanese.,0,0
1674," If her class starts in 10 minutes, she has time to walk to school from 2 miles away.",1,1
1675," As there is less instead of more rain, the flower season will be postponed this year.",0,0
1676," Stuart left the pizza in the oven for twenty minutes, so it came out perfectly cooked. ",1,1
1677," A teacher can handle twenty students, but five-hundred might be better.",1,1
1678," Amanda was pregnant in 18th century France, therefore it is unacceptable that she drank two or more glasses of wine at social events during her pregnancy.",1,1
1679, It is common to find older furnitures at your grandparents' place than your great-grandparents'.,0,0
1680," If I am allotted sixty minutes to take a test, I would rather spend fifty minutes only reading over the questions than ten minutes.",1,1
1681," Experiencing a jet lag, he finds himself sleepy during the days while awake at nights.",0,0
1682," If the cake bakes for 1 hour, and I need it out by 3 pm, I should put it in by 2 pm.",1,1
1683," If the pan is too hot to pick up, using an oven mitt will allow you to pick it up.",0,0
1684," He will probably arrange for a nurse, when leaving his eighty-year-old  mom at home.",1,1
1685, Mac is a carpenter and Lex is a plumber. So to fix a shelf Mac got the call,0,0
1686," Because the roller coaster at the amusement park had three loops that went upside down and went sixty miles per hour, it was not as scary as the carousel at the amusement park.",1,1
1687," To punish Debbie for hitting her brother, her parents did not let her eat dinner for a whole month, but she was still allowed to eat dessert.",0,0
1688," The balloon is completely deflated, so we should blow it up using air from our lungs.",0,0
1689, Sam drove through the red light because he was in a hurry. Sandy drove through the red light because she was in a funeral procession. Sandy's action is more acceptable.,0,0
1690, Sharing of personal information with social friends is likely to be less risky than sharing such information with real close friends.,0,0
1691," If the car service is planned for next month, I need not drop off my car at the garage this evening.",0,0
1692, I must leave home by 9am to reach office at sharp 9am.,0,0
1693, Since she had only a few minutes between classes Jane snacked on crackers for lunch.,0,0
1694, Jamie wants to go to a whole-day party on Sunday so she'll make sure to finish her project by Saturday at the latest.,0,0
1695, As it is very cold and snowy outside she switched on the warmer.,0,0
1696," Sarah is fifteen pounds underweight, so she should probably try to gain fifteen more pounds.",1,1
1697, Hank was not a sports fan and preferred drinking at home rather than join his friends at the stadium.,0,0
1698," Anita accepted 30 days fitness challenge 7 days ago, she finds remaining 24 days are so hard to complete.",1,1
1699, Boiling hot soup is better than cold soup to eat.,0,0
1700, It is easier to draw fine lines with a pencil than a crayon.,0,0
1701," If Jan feels full only after eating six baked potatoes, she will feel hungry after eating eight.",1,1
1702, It usually takes many years rather than few months to claim victory to a global pendenmic.,0,0
1703," As Mindy wants to bring three trays of drinks to the table, she can simply carry it.",1,1
1704," Amanda has a swim meet on Sunday, so she should probably plan to have a victory party the following weekend rather than the Saturday prior.",0,0
1705," Paying extra attention to her car, Joe will plan an exmination every other year instead of every year.",0,0
1706," If you don't have a chainsaw, it is better to use an axe to cut down a tree rather than a hammer",0,0
1707," Mike and Mark are brothers. Mike is a rebel and Mark is a straight A student, therefore Mike is more likely to disobey his parents than Mark. ",0,0
1708, Engagement occurs before the marriage.,0,0
1709, You will burn fewer calories running at a temperature of 30 degrees Fahrenheit than you would at a temperature of 50 degrees Fahrenheit.,1,1
1710, Violet planted an apple tree in March. She expects to harvest apples two years later.,1,0
1711," After finding 50 cents on the ground, he was able to buy breakfast at a diner.",1,1
1712," Because there are sales for winter clothes by spring, Tim will buy new winter clothes on December to save money. ",0,0
1713," Jenny wanted her hair dry before the party, so she washed it right before instead of the night before.",0,0
1714," If Hannah received a bill that includes gratuity, she is less likely to leave an additional tip on the table.",0,0
1715," With the C-section procedure starting at 10 am,  Jennifer heard her baby crying at 10:30 am.",1,1
1716, Since school started in ten minutes Allen grabbed a quick bite.,1,1
1717, A shovel is easier to fit into a trunk than a go kart.,0,0
1718," Ron is a religious person, while Jess is an atheist, so Ron is likely to donate more to abortion clinic.",0,0
1719," Dorothy has a dentist appointment tomorrow  9am, she applied for a leave in her office for tomorrow.",0,0
1720, It's easier for a cat than for an elephant to destroy a house.,0,0
1721," Melinda had high fever, she went to a dentist for check-up.",0,0
1722," Jon's a liberal and Jim is a conservative, so Jim is more likely to support abortion.",0,0
1723, Stephen Hawkling spend two years of his life to write a book,1,1
1724," As Paul is 4 years older than his sister, it is likely that he would graduate college after his sister.",1,1
1725," Adam bought a ten-year old car, and he expects he will only need to do minimal work to keep it in good running condition, unlike his last car which was three years old.",1,1
1726, Sam's favorite subject is history while Kim's is chemistry. Kim probably knows more about Marie Curie than Sam.,0,0
1727," It's almost time to quit for the day, so Joe decided to start a new project instead of waiting until tomorrow morning.",0,0
1728, The state electoral management body has to be prepared to receive at least a million voters because the state population is about two hundred thousand,1,1
1729," If someone doesn't chop down the old, dead tree, it could grow leaves again.",0,0
1730," With fifty dollars in the bank, he is almost broke.",1,1
1731, Jane is less likely to go out to drinks with Heather who is her colleague of 2 weeks rather than Alice who she knows from the last 10 years.,1,0
1732, It's more dangerous to wear safety goggles instead of sunglasses when at a construction site.,0,0
1733, It's easier to chop down a door with a shovel than with an axe.,0,0
1734," As the weather is getting cooler at the end of summer, they keep the AC on for longer time everyday than before.",0,0
1735," Emma started lifting weights recently and can bench press 100 pounds, so she should be able to bench press 125 in about 1 week.",1,1
1736, John is a bank teller and Ken is a diplomat. John probably travels abroad more often than Ken.,0,0
1737, It is harder to brush your teeth with your hand than with your foot.,0,0
1738," If you're stuck in a sandstorm, it is best to wrap a scarf under your mouth to allow for breathing.",0,0
1739," Here, use this ax to break the window instead of that shoe.",0,0
1740, It is better to write on the sidewalk with a marker than charcoal. ,0,0
1741," If you need to break a window to get into a house, you can throw a sponge at the window.",0,0
1742," My two little daughters made a pint of lemonade for their first lemonade stand, so they shouldn't make anymore if they are expecting to serve 40 customers today.",1,1
1743," Mark is a lawyer while James is a waiter in a diner, so James is more likely than Mark to prefer getting books from Amazon instead of the library.",0,0
1744," Since she's been awake for two days,  she's very tired.  ",1,1
1745," An older gentlemen was walking towards the coffee shop, carrying a heavy backpack, customers looked with disdain as I held the door open for myself and not him.",0,0
1746, To protect the window from breaking it is better to have quarter inch glass than half inch glass.,0,0
1747, People typically feed squirrels to peanuts rather than peanuts to squirrels.,0,0
1748, Jim decided to bring his light-weight tablet instead of a heavy laptop during a travel for programming.,0,0
1749," The restaurant has seating for 4 more people, so our party of 10 will be able to dine at the same restaurant.",1,1
1750," Since all my clothes are black, my red shoes really stand out.",0,0
1751," The prom starts at around 8 pm, so the students should start getting read at around 8 pm instead of 6 pm.",1,1
1752," Because it is 8 am in the summer, I need to drink water once every thirty minutes.",1,1
1753," A ten pound bowling ball is too heavy for Sally to bowl with, so she will need a seven pound ball. ",1,1
1754," Given that it's already midnight, it's better to do yoga rather than go for a run.",0,0
1755, It is easier to dig a hole in dirt with a shovel rather than a pail.,0,0
1756, Sona can refuse to accept Jack's gift on her birthday.,0,0
1757, It is better to be in an accident while driving on a motorcycle rather than in a tank.,0,0
1758," If you have no spoons, It's easier to eat ice cream with a knife rather than a fork.",0,0
1759, For John's birthday party it would be a better idea to book a table at the restaurant at 5 am rather than at 5 pm.,1,1
1760, It is Halloween time again and many will get the most kid-visitings tonight than any other nights.,0,0
1761," After turning 11, she will likely be able to get a summer job.",1,1
1762," Sarah has invited her family over for a dinner party starting at 4 pm, and the recipe she is preparing takes three hours, so she should start her recipe around 3pm rather than 12pm",1,1
1763, It is better to use snowshoes than skis when skiing,0,0
1764, Pat's face was dry so he decided to put some lotion on it.,0,0
1765, It is safer to go inside a tiger enclosure and observe him rather than standing outside of his enclosure.,0,0
1766, It it harder to dig a ten foot deep hole than an eight foot deep hole.,1,1
1767," If an item is going on sale at half price tomorrow, she will have to wait until tomorrow to purchase the item on sale",0,0
1768," If your dog is full of energy, you can expect it to want to play for a few minutes before it tires out.",0,0
1769," The couch was very heavy, so she decided to ask for help instead of carrying it herself.",0,0
1770," Julie is married and has two children. Fred is divorced and has two children that he doesn't have custody of. Therefore, it is easier for Julie to go out in the evening than it is for Fred.",1,1
1771," Born in last December in China, the baby will soon going to experience her second instead of first Spring.",0,1
1772, It would be easier to use a coaster to prop a wobbly chair than a piece of fine cloth.,0,0
1773," The more holes a plank has, the lighter it will be.",0,0
1774, My car will be fixed next Monday so I will start my road trip next Sunday instead of next Tuesday.,0,0
1775, Since she does not know the words she would not prefer to hum than to sing.,0,0
1776," The Thomas family had no money, so they decided to go to park their RV on the side of the road instead of going to a commercial RV campground.",0,0
1777, They are getting married in September.  It is better to send invitations in July than in November.,0,0
1778," Jenny's parents earn $3,000 per month but need to spend $2,500 while her grandparents have a monthly income of $2,000 and only spend $500. Thus, Jenny is more likely to be indulged by her grandparents.",1,1
1779, Paul is trying to lose weight. He is likely to go to a fast food restaurant than a vegan restaurant.,0,0
1780," The couch was very heavy, so she decided to carry it herself instead of asking for help.",0,0
1781, If the pizza shop is closed tomorrow Ben should order pizza delivery today instead of tomorrow.,0,0
1782," Because Jane is vegan, she would prefer a Greek yogurt over of a cashew yogurt.",0,0
1783, Larry thought it would be more dangerous to drive 80 miles per hour down a residential road than 25 miles per hour. ,1,1
1784," Walking on an empty street, the frequency at which he will bump into people is lower than on a busy street.",0,0
1785," Being taller than Jeff, Jack could not dunk more basketballs",0,0
1786," Emma started lifting weights recently and can bench press 100 pounds, so she should be able to bench press 125 in about 2 months.",1,1
1787, John found it easier to break the slab of concrete with a 5 pound sledgehammer than a 10 pound sledgehammer.,1,1
1788, Elena is a athlete and not an musician so it makes sense she would enjoy a concert more than a fun run.,0,0
1789, Having bought twenty cupcakes he will be happy if each of the ten guests takes two.,1,1
1790, Sam makes a salary of 50k every year. It would be a bad idea for him to spend four thousand dollars eating out every month.,1,1
1791, The winter is finally over and we see the hill turning green in half a day.,0,0
1792," It's easier to climb a three hundred feet hill, compared to a hundred feet hill.",1,1
1793," As the marathon starts at 10 am in the morning tomorrow, it is not possible for you to finish it by this evening.",1,1
1794, I spilled all my food on the floor just before my lunch so I had to have my meal after cleaning.,0,0
1795," Since they just bought a new couch, they should expect it to be delivered in six days.",1,1
1796," Clarke liked his pizza dough to be less crispy than the picture, so he put it in the oven for three more minutes  than the recipe required.",1,1
1797," Because she has to be at work in 20 minutes, she does not have time for yoga class.",1,1
1798, It is easier to throw an umbrella than it is to throw a child.,0,0
1799," Jim has not checked his mail in several days, while his neighbor Brenda checks hers daily.  Jim is much more likely than Brenda to get in trouble for missing a jury summons.",0,0
1800, It is easier to throw a television through a basketball hoop than it is a weasel.,0,0
1801, We should keep the screen door closed to keep the wind out.,0,0
1802, She can squat one hundred pounds so she can lift the twenty pound box.,1,1
1803," Alex is a carpender and Alexa is a Welder, So, to fix a table Alexa got the call",0,0
1804, Tim has two cars.  One of his cars is acting up but he can still drive to work.,1,1
1805, Paul was able to read the entire Bible during his gap year.,0,0
1806, Josh knew that Chad would be sick after eating those twenty delicious cookies in 2 minutes.,1,1
1807, Sam couldn't afford the $600 sweater yet so he decided to buy it with his debit card.,1,1
1808," The election result took days as opposed to a few hours to be finalized, which made people feel more at ease.",0,0
1809, It is faster to walk around the larger store than the smaller one.,0,1
1810, It's harder to clean thousand dishes with hand within ten minutes than within one hour.,1,1
1811, She would have to find someone to look after her 33 year old daughter.,1,1
1812," If we need to wait 24 hours for the dough to rise, we have to wait tomorrow to bake the cake, we can't do it tonight.",1,1
1813," If you can't find bubble wrap, you can wrap the glass in newspapers instead. ",0,0
1814, It is easier to evcuate 5 persons from the flooded area than 5000 persons.,1,1
1815, It would be far less awkward to eat spaghetti with a fork than a spoon.,0,0
1816," Greg wanted to look older, so he did a hair transplant.",0,0
1817, A doll made out of cornhusk will last longer than a doll made out of plastic.,0,0
1818," If it is 5 degrees fahrenheit, people are less likely to go to an outdoor football game.",1,1
1819, Since she didn't have a swatter she could try to get the fly with her watch.,0,0
1820, The parents cannot go to sleep for the night until the toddler is asleep.,0,0
1821, A spoon is more suitable than a spatula for serving pie.,0,0
1822," If the boxing match is scheduled for tomorrow afternoon, it is likely that the winner will be known this evening.",0,0
1823," Since it takes me fifteen minutes to get to work, I should leave twenty minutes before I need to be in the building.",1,1
1824, It was easier to find a grip on the bungee rope than the straw rope.,0,0
1825," In high school John focused on politics and U.S History while Jane studied Art and Music, John is more likely to run for Government then Jane.",0,0
1826, You can not break a wall if you throw an egg at it.,0,0
1827," If you want to clean in the smallest nooks and crannies, you will want a precise tool and not a broad tool.",0,0
1828," If you are planning on shipping a watering can to a different country, you will have to first put it in a box.",0,0
1829," Because Frank wanted to run a fast marathon, he decided to wear very light shoes.",0,0
1830," When Penny left for her college education, she was just an 18-year-old young girl,when she completed the 4-year degree she was a grown 19-year-old woman.",1,0
1831, It is better to use hay instead of grass as tinder.,0,0
1832," Jim has five hundred thousand dollars saved up, so he could afford a two hundred thousand dollar house.",1,1
1833, Working full-time usually means working 24 hours a day.,1,1
1834," For stacks of money containing 5000 dollars, it would be taller with one dollar bills than with five dollar bills.",1,1
1835, Sarah has twenty thousand dollars of student loan debt so she cannot eat out frequently.,1,1
1836, The bats waited there till sunrise because it was harder for them to move around at night.,0,0
1837," Because the light went out, Joseph will buy a new lamp rather than change the bulb.",0,0
1838," Since the pool closes in 5 minutes, we don't have time to go.",1,1
1839, A stress toy is better than medicine.,0,0
1840," Sarah and Karen both work night shift. After work, Sarah goes home and goes to sleep while Karen goes to her day job. Sarah is more well rested.",0,0
1841, Sara had to leave in three minutes so she decided to watch a movie before she left.,1,1
1842, They are getting married in September.  It is better to send invitations in November than in July.,0,0
1843, Dana teaches math while her husband Leo is a football player so Dana is better with numbers.,0,0
1844, Susan wanted to wake up her neighbors so it's better to through a watermelon off the roof than a plastic bottle.,0,0
1845, The young working couples are less likely to plan for a picnic on Mondays rather Sundays.,0,0
1846,"  Both Klara and Jamie are co-workers. Klara needs to spend time with his aging grandparents, while Jamie is an orphan. Therefore, Klara is more likely to work overtime.",0,0
1847," Emma recently lost her dearest grandma on a rainy day in a traffic accident, so she is likely to avoid driving when it rains.",0,0
1848, Jason hit a child with his car because he was drunk. Jared hit a child with his car because he had a heart attack. Jared is more likely to be arrested.,0,0
1849, John is trying to clean his room and missing a duster. He decided to use a leaf blower instead.,0,0
1850, Sally is Jen's teacher and Ed is her gardener so it makes sense Jen will call Sally for help with the lawn.,0,0
1851," If I turn on my fan, the air inside will feel breezy.",0,0
1852," Tom doesn't have much spare money right now, but he gets paid in 3 days, so he should plan to go to the fancy restaurant tomorrow rather than in a week.",1,1
1853," If you take a flight from Seattle to Maui, you will probably arrive within two hours of flight time.",1,1
1854," Patricia has 10 people in her department at work, so they should easily fit at the table for 12 at the Christmas party.",1,1
1855," Jill is morbidly obese and has to lose many pounds, so she would feel content to lose ten pounds over six months.",1,1
1856," If you are out of toilet paper, a dish towel would be a better alternative than tissues.",0,0
1857, Leaving her thirty-nine year old son home alone gave her anxiety. ,1,1
1858," Ronda spent the entire night studying, but Sarah only studied for five minutes before bed. Sarah is probably more a bit more grumpy than Ronda is today.",1,1
1859," If it is able to find food, a single kangaroo can live for over 3 years.",1,1
1860, Frieda would prefer to go on a date one hour before work over one hour after work.,1,1
1861," In October, but not in May, the school counselors would talk excitedly about having a ski vacation very soon.",0,0
1862, It is quicker to paint a ceiling with a paint roller instead of a paintbrush. ,0,0
1863," As the snowfall fall less in the early morning, most people will go for walking.",0,0
1864, Pat has six children while John has two cats so it is less likely for John to go on a trip abroad than Pat,1,1
1865, It would be more effective to have sex with a latex condom rather than a cotton one.,1,1
1866," Since demand for the product is lower during summer, John manufactured larger number of products before commencement of summer.",0,0
1867," If your fridge is leaking, it would be better to use cloth than nylon to block the leakage.",0,0
1868, Carlos saw five thousand lions at the zoo.,1,1
1869," Since he doesn't have a tray, it's better to use a sheet rather than a notebook to balance the glass bottles.",0,0
1870," After the evening meeting was cancelled, Ryan decided to go watch the sunrise. ",0,0
1871, It's less harder to clean thousand dishes with hands within ten minutes than within one hour.,1,1
1872," The party lasted till 2 am instead of 10 pm as told, and the neightbours complained a lot.",1,1
1873, During the tennis change over he ate his banana stead of the foot long sub.,0,0
1874, It's more effective to play basketball during the winter with sneakers than with boots.,0,0
1875," If you drop a wine glass and it shatters, you should clean it up by sweeping it under the table.",0,0
1876, A car hitting a wall at 10 miles per hour will take more damage than a car hitting a wall at 300 miles per hour.,1,1
1877," If her hair color lasts for five weeks and she dyed it one week ago, Amanda should better make her next appointment next day instead of next month.",1,1
1878, Jim is more likely to get in a fist fight with his best friend than with a bully.,0,0
1879," Because there was 20 seconds left on the shot clock, the basketball player needed to shoot the ball immediately.",1,1
1880," If you don't have a knife, it is harder to chop up vegetables with a blender than with your hands. ",0,0
1881," As I adjust the clock for the daylight saving time in March, I have one less hour to sleep at night.",1,1
1882," Joyce sits on a bench with her boyish girlfriend Rachel, so it is less likely that Rachel loves sitting with her legs wide open than Joyce.",0,0
1883," Peter got injured in a car accident yesterday, so he was not able to go to work this morning.",0,0
1884," As the waiting time for delivery for his preferred car was very long, john decided to book a vehicle with less features.",0,0
1885, It's a good idea to not have a roof for the hen house so that they can watch the sky when it rains.,0,0
1886," Jake was born in 1968 so he's less likely to remember the MLK assasination than Ana, born in 1958.",0,1
1887, One is more likely to use a handkerchief than a sweater to blow their nose.,0,1
1888," I usually pick up a 6 pack of beer at the store. If the clerk suggests I upgrade to a keg for a discount, I'll likely consider it.",0,1
1889," Because Calgary is cold all year around, I was able to swim in March.",0,0
1890," Amanda is not very worried about ice when she drives, because it is the winter time.",0,0
1891," Need to cook with freshest ingredients, he decided to use the meat stored in the freezer 10 days ago instead of the meat put on counter 2 days ago.",1,1
1892, A candle is less likely to completely melt if it burns for 5 months straight than if it burns for 5 hours straight.,1,1
1893, To keep their legs warm in cold weather a person should wear silk shorts.,0,0
1894," Pat wanted to take a shower, so Pat turned the water on for 30000 seconds.",1,1
1895," Rand fell on his face in front of his date while ice skating, so his next date will not be at the ice rink.",0,0
1896, Jack loves Mathematics so he finds Economics to be more interesting than Physics .,0,0
1897," Gordon is eating at a 5 star restaurant, so he is more likely to eat fried chicken than a steak.",0,0
1898, Sarah found 1 dollar so she could buy food for the week,1,1
1899," Amy is pregnant with twins, as she is going to have two babies, her pregnancy will last 9 months rather than 18 months.",1,1
1900, Greg scored 90 percent on his math quiz so his parents took him out for dinner to celebrate. ,0,1
1901, Earth is the biggest planet in our solar system,0,0
1902," Herman was sweating profusely, so in order to become more comfortable, he put on the air conditioner. ",0,0
1903,"  Serge had to attend a meeting, so he took a cab there after the event.",0,0
